B_BUS_ID;B_LEA_OR_ENTITY_NAME;F_CITY;C_FLEET_OPERATOR_1_IF_APPLICABLE;N_CURRENT_STATUS_OF_BUS;O_BATCH;T_BUS_OEM;U_ELECTRIC_POWERTRAIN_MANUFACTURER;V_MODEL;W_TYPE;X_DEALER;Y_MULTIPLE_FUNDING_SOURCES_USED;Z_FUNDING_SOURCE_1;AA_AGENCY_ADMINISTERING_FUNDS_1;Z_FUNDING_SOURCE_2;AB_DOLLAR_AMOUNT_TOWARD_BUS;AE_DOLLAR_AMOUNT_TOWARD_CHARGER;A_DATE_OF_MOST_RECENT_SOURCE;B_SOURCE_1;B_SOURCE_2;LEA_ID_NON_TRIM;QUARTER_AWARDED;ANNEE_ORDERED;QUARTER_ORDERED;ANNEE_DELIVERED;QUARTER_DELIVERED;ANNEE_OPERATING;QUARTER_OPERATING;fundraiser_1 montant;fundraiser-2 montant;LEA_ID;ANNEE_AWARDED;date_awarded;date_ordered;date_delivered;date_operating;awarded_to_ordered;ordered_to_delivered;delivered_to_operating
1;American Samoa Department of Education;Pago Pago;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;6000030;10;;;;;;;395000;0;6000030;2022;01/10/2022;;;;;;
1;Littlefield Unified District (4374);BEAVER DAM;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;404410;10;;;;;;;395000;0;404410;2022;01/10/2022;;;;;;
2;Littlefield Unified District (4374);BEAVER DAM;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;404410;10;;;;;;;395000;0;404410;2022;01/10/2022;;;;;;
3;Littlefield Unified District (4374);BEAVER DAM;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;404410;10;;;;;;;395000;0;404410;2022;01/10/2022;;;;;;
1;Mohave Valley Elementary District (4379);MOHAVE VALLEY;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;405190;10;;;;;;;395000;0;405190;2022;01/10/2022;;;;;;
2;Mohave Valley Elementary District (4379);MOHAVE VALLEY;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;405190;10;;;;;;;395000;0;405190;2022;01/10/2022;;;;;;
3;Mohave Valley Elementary District (4379);MOHAVE VALLEY;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;405190;10;;;;;;;395000;0;405190;2022;01/10/2022;;;;;;
4;Mohave Valley Elementary District (4379);MOHAVE VALLEY;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;405190;10;;;;;;;395000;0;405190;2022;01/10/2022;;;;;;
5;Mohave Valley Elementary District (4379);MOHAVE VALLEY;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;405190;10;;;;;;;395000;0;405190;2022;01/10/2022;;;;;;
6;Mohave Valley Elementary District (4379);MOHAVE VALLEY;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;405190;10;;;;;;;395000;0;405190;2022;01/10/2022;;;;;;
7;Mohave Valley Elementary District (4379);MOHAVE VALLEY;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;405190;10;;;;;;;395000;0;405190;2022;01/10/2022;;;;;;
1;Paloma School District (4255);GILA BEND;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;408430;10;;;;;;;395000;0;408430;2022;01/10/2022;;;;;;
1;Red Mesa Unified District (4159);TEEC NOS POS;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;406870;10;;;;;;;395000;0;406870;2022;01/10/2022;;;;;;
2;Red Mesa Unified District (4159);TEEC NOS POS;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;406870;10;;;;;;;395000;0;406870;2022;01/10/2022;;;;;;
3;Red Mesa Unified District (4159);TEEC NOS POS;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;406870;10;;;;;;;395000;0;406870;2022;01/10/2022;;;;;;
1;BLYTHEVILLE SCHOOL DISTRICT;BLYTHEVILLE;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;503320;10;;;;;;;395000;0;503320;2022;01/10/2022;;;;;;
2;BLYTHEVILLE SCHOOL DISTRICT;BLYTHEVILLE;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;503320;10;;;;;;;395000;0;503320;2022;01/10/2022;;;;;;
3;BLYTHEVILLE SCHOOL DISTRICT;BLYTHEVILLE;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;503320;10;;;;;;;395000;0;503320;2022;01/10/2022;;;;;;
1;DANVILLE SCHOOL DISTRICT;DANVILLE;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;504890;10;;;;;;;395000;0;504890;2022;01/10/2022;;;;;;
2;DANVILLE SCHOOL DISTRICT;DANVILLE;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;504890;10;;;;;;;395000;0;504890;2022;01/10/2022;;;;;;
1;Corning Union Elementary;Corning;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;609780;10;;;;;;;395000;0;609780;2022;01/10/2022;;;;;;
2;Corning Union Elementary;Corning;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;609780;10;;;;;;;395000;0;609780;2022;01/10/2022;;;;;;
1;Lakeside Union Elementary;Lakeside;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;620790;10;;;;;;;395000;0;620790;2022;01/10/2022;;;;;;
2;Lakeside Union Elementary;Lakeside;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;620790;10;;;;;;;395000;0;620790;2022;01/10/2022;;;;;;
3;Lakeside Union Elementary;Lakeside;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;620790;10;;;;;;;395000;0;620790;2022;01/10/2022;;;;;;
4;Lakeside Union Elementary;Lakeside;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;620790;10;;;;;;;395000;0;620790;2022;01/10/2022;;;;;;
5;Lakeside Union Elementary;Lakeside;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;620790;10;;;;;;;395000;0;620790;2022;01/10/2022;;;;;;
6;Lakeside Union Elementary;Lakeside;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;620790;10;;;;;;;395000;0;620790;2022;01/10/2022;;;;;;
7;Lakeside Union Elementary;Lakeside;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;620790;10;;;;;;;395000;0;620790;2022;01/10/2022;;;;;;
8;Lakeside Union Elementary;Lakeside;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;620790;10;;;;;;;395000;0;620790;2022;01/10/2022;;;;;;
1;Morongo School;Banning;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;A999999;10;;;;;;;395000;0;A999999;2022;01/10/2022;;;;;;
2;Morongo School;Banning;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;A999999;10;;;;;;;395000;0;A999999;2022;01/10/2022;;;;;;
3;Morongo School;Banning;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;A999999;10;;;;;;;395000;0;A999999;2022;01/10/2022;;;;;;
4;Morongo School;Banning;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;A999999;10;;;;;;;395000;0;A999999;2022;01/10/2022;;;;;;
1;Warner Unified;Warner Springs;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;600042;10;;;;;;;395000;0;600042;2022;01/10/2022;;;;;;
1;Wasco Union Elementary;Wasco;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;641400;10;;;;;;;395000;0;641400;2022;01/10/2022;;;;;;
2;Wasco Union Elementary;Wasco;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;641400;10;;;;;;;395000;0;641400;2022;01/10/2022;;;;;;
3;Wasco Union Elementary;Wasco;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;641400;10;;;;;;;395000;0;641400;2022;01/10/2022;;;;;;
1;Willow Creek Elementary;Montague;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;642600;10;;;;;;;395000;0;642600;2022;01/10/2022;;;;;;
1;Yosemite Unified;Oakhurst;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;600160;10;;;;;;;395000;0;600160;2022;01/10/2022;;;;;;
2;Yosemite Unified;Oakhurst;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;600160;10;;;;;;;395000;0;600160;2022;01/10/2022;;;;;;
3;Yosemite Unified;Oakhurst;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;600160;10;;;;;;;395000;0;600160;2022;01/10/2022;;;;;;
4;Yosemite Unified;Oakhurst;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;600160;10;;;;;;;395000;0;600160;2022;01/10/2022;;;;;;
5;Yosemite Unified;Oakhurst;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;600160;10;;;;;;;395000;0;600160;2022;01/10/2022;;;;;;
6;Yosemite Unified;Oakhurst;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;600160;10;;;;;;;395000;0;600160;2022;01/10/2022;;;;;;
7;Yosemite Unified;Oakhurst;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;600160;10;;;;;;;395000;0;600160;2022;01/10/2022;;;;;;
8;Yosemite Unified;Oakhurst;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;600160;10;;;;;;;395000;0;600160;2022;01/10/2022;;;;;;
9;Yosemite Unified;Oakhurst;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;600160;10;;;;;;;395000;0;600160;2022;01/10/2022;;;;;;
10;Yosemite Unified;Oakhurst;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;600160;10;;;;;;;395000;0;600160;2022;01/10/2022;;;;;;
1;Big Sandy School District No. 100J;SIMLA;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;806600;10;;;;;;;395000;0;806600;2022;01/10/2022;;;;;;
2;Big Sandy School District No. 100J;SIMLA;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;806600;10;;;;;;;395000;0;806600;2022;01/10/2022;;;;;;
1;Primero Reorganized School District No. 2;WESTON;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;807260;10;;;;;;;395000;0;807260;2022;01/10/2022;;;;;;
1;Cornwall School District;Falls Village;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;900930;10;;;;;;;395000;0;900930;2022;01/10/2022;;;;;;
1;Regional School District 01;Falls Village;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;903600;10;;;;;;;395000;0;903600;2022;01/10/2022;;;;;;
1;Sharon School District;Falls Village;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;904020;10;;;;;;;395000;0;904020;2022;01/10/2022;;;;;;
1;DIXIE;CROSS CITY;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;1200450;10;;;;;;;395000;0;1200450;2022;01/10/2022;;;;;;
2;DIXIE;CROSS CITY;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;1200450;10;;;;;;;395000;0;1200450;2022;01/10/2022;;;;;;
3;DIXIE;CROSS CITY;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;1200450;10;;;;;;;395000;0;1200450;2022;01/10/2022;;;;;;
4;DIXIE;CROSS CITY;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;1200450;10;;;;;;;395000;0;1200450;2022;01/10/2022;;;;;;
5;DIXIE;CROSS CITY;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;1200450;10;;;;;;;395000;0;1200450;2022;01/10/2022;;;;;;
6;DIXIE;CROSS CITY;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;1200450;10;;;;;;;395000;0;1200450;2022;01/10/2022;;;;;;
7;DIXIE;CROSS CITY;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;1200450;10;;;;;;;395000;0;1200450;2022;01/10/2022;;;;;;
8;DIXIE;CROSS CITY;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;1200450;10;;;;;;;395000;0;1200450;2022;01/10/2022;;;;;;
9;DIXIE;CROSS CITY;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;1200450;10;;;;;;;395000;0;1200450;2022;01/10/2022;;;;;;
10;DIXIE;CROSS CITY;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;1200450;10;;;;;;;395000;0;1200450;2022;01/10/2022;;;;;;
11;DIXIE;CROSS CITY;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;1200450;10;;;;;;;395000;0;1200450;2022;01/10/2022;;;;;;
12;DIXIE;CROSS CITY;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;1200450;10;;;;;;;395000;0;1200450;2022;01/10/2022;;;;;;
13;DIXIE;CROSS CITY;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;1200450;10;;;;;;;395000;0;1200450;2022;01/10/2022;;;;;;
14;DIXIE;CROSS CITY;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;1200450;10;;;;;;;395000;0;1200450;2022;01/10/2022;;;;;;
15;DIXIE;CROSS CITY;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;1200450;10;;;;;;;395000;0;1200450;2022;01/10/2022;;;;;;
16;DIXIE;CROSS CITY;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;1200450;10;;;;;;;395000;0;1200450;2022;01/10/2022;;;;;;
17;DIXIE;CROSS CITY;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;1200450;10;;;;;;;395000;0;1200450;2022;01/10/2022;;;;;;
18;DIXIE;CROSS CITY;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;1200450;10;;;;;;;395000;0;1200450;2022;01/10/2022;;;;;;
19;DIXIE;CROSS CITY;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;1200450;10;;;;;;;395000;0;1200450;2022;01/10/2022;;;;;;
20;DIXIE;CROSS CITY;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;1200450;10;;;;;;;395000;0;1200450;2022;01/10/2022;;;;;;
21;DIXIE;CROSS CITY;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;1200450;10;;;;;;;395000;0;1200450;2022;01/10/2022;;;;;;
22;DIXIE;CROSS CITY;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;1200450;10;;;;;;;395000;0;1200450;2022;01/10/2022;;;;;;
6;Christian County;Hopkinsville;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;2101150;10;;;;;;;395000;0;2101150;2022;01/10/2022;;;;;;
1;Fleming County;Flemingsburg;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;2101920;10;;;;;;;395000;0;2101920;2022;01/10/2022;;;;;;
2;Fleming County;Flemingsburg;;Awarded;1;;;;;;False;Clean School Bus Rebate Program;Environmental Protection Agency (EPA);;375000;20000;mercredi 26 octobre 2022;https://www.epa.gov/cleanschoolbus/awarded-clean-school-bus-program-rebates#Rebate-Funding;;2101920;10;;;;;;;395000;0;2101920;2022;01/10/2022;;;;;;
